step,lr,train_loss,val_loss,tokens_per_sec
9652,3.000e-04,3.0381,,
9653,3.000e-04,3.0479,,
9654,3.000e-04,3.0264,,
9655,3.000e-04,3.0913,,
9656,3.000e-04,3.0491,,
9657,3.000e-04,3.0443,,
9658,3.000e-04,3.0392,,
9659,3.000e-04,3.0574,,
9660,3.000e-04,3.0720,,
9661,3.000e-04,3.0124,,
9662,3.000e-04,3.0558,,
9663,3.000e-04,3.0959,,
9664,3.000e-04,3.0242,,
9665,3.000e-04,3.0186,,
9666,3.000e-04,3.0302,,
9667,3.000e-04,3.0684,,
9668,3.000e-04,3.0109,,
9669,3.000e-04,3.0043,,
9670,3.000e-04,3.0206,,
9671,3.000e-04,3.0450,,
9672,3.000e-04,3.0424,,
9673,3.000e-04,3.0342,,
9674,3.000e-04,3.0404,,
9675,3.000e-04,3.0656,,
9676,3.000e-04,3.0523,,
9677,3.000e-04,3.0181,,
9678,3.000e-04,3.0510,,
9679,3.000e-04,3.0415,,
9680,3.000e-04,3.0689,,
9681,3.000e-04,3.0681,,
9682,3.000e-04,3.0456,,
9683,3.000e-04,3.0421,,
9684,3.000e-04,3.0670,,
9685,3.000e-04,3.0225,,
9686,3.000e-04,3.0581,,
9687,3.000e-04,3.0323,,
9688,3.000e-04,3.0412,,
9689,3.000e-04,3.0348,,
9690,3.000e-04,3.0223,,
9691,3.000e-04,3.0721,,
9692,3.000e-04,3.0489,,
9693,3.000e-04,3.0721,,
9694,3.000e-04,3.0156,,
9695,3.000e-04,3.0590,,
9696,3.000e-04,3.0627,,
9697,3.000e-04,3.0615,,
9698,3.000e-04,3.0357,,
9699,3.000e-04,3.0243,,
9700,3.000e-04,3.0253,3.0022125363349916,
9701,3.000e-04,3.0593,,
9702,3.000e-04,3.0550,,
9703,3.000e-04,3.0456,,
9704,3.000e-04,3.0569,,
9705,3.000e-04,3.0720,,
9706,3.000e-04,3.0356,,
9707,3.000e-04,3.0104,,
9708,3.000e-04,3.0487,,
9709,3.000e-04,3.0321,,
9710,3.000e-04,3.0537,,
9711,3.000e-04,3.0283,,
9712,3.000e-04,3.0228,,
9713,3.000e-04,3.0196,,
9714,3.000e-04,3.0469,,
9715,3.000e-04,3.0303,,
9716,3.000e-04,3.0163,,
9717,3.000e-04,3.0425,,
9718,3.000e-04,3.0457,,
9719,3.000e-04,3.0451,,
9720,3.000e-04,2.9895,,
9721,3.000e-04,3.0512,,
9722,3.000e-04,3.0741,,
9723,3.000e-04,3.0514,,
9724,3.000e-04,2.9996,,
9725,3.000e-04,3.0256,,
9726,3.000e-04,3.0080,,
9727,3.000e-04,3.0365,,
9728,3.000e-04,3.0574,,
9729,3.000e-04,2.9909,,
9730,3.000e-04,3.0462,,
9731,3.000e-04,3.0736,,
9732,3.000e-04,3.0393,,
9733,3.000e-04,3.0268,,
9734,3.000e-04,3.0463,,
9735,3.000e-04,3.0543,,
9736,3.000e-04,3.0175,,
9737,3.000e-04,3.0225,,
9738,3.000e-04,3.0149,,
9739,3.000e-04,3.0013,,
9740,3.000e-04,3.0132,,
9741,3.000e-04,3.0352,,
9742,3.000e-04,3.0471,,
9743,3.000e-04,3.0194,,
9744,3.000e-04,3.0423,,
9745,3.000e-04,3.0314,,
9746,3.000e-04,3.0497,,
9747,3.000e-04,3.0006,,
9748,3.000e-04,3.0262,,
9749,3.000e-04,3.0764,,
9750,3.000e-04,3.0211,,
9751,3.000e-04,3.0840,,
9752,3.000e-04,3.0496,,
9753,3.000e-04,3.0532,,
9754,3.000e-04,3.0400,,
9755,3.000e-04,3.0362,,
9756,3.000e-04,3.0945,,
9757,3.000e-04,3.0526,,
9758,3.000e-04,3.0411,,
9759,3.000e-04,3.0382,,
9760,3.000e-04,3.0591,,
9761,3.000e-04,3.0129,,
9762,3.000e-04,3.0266,,
9763,3.000e-04,3.0595,,
9764,3.000e-04,3.0360,,
9765,3.000e-04,3.0624,,
9766,3.000e-04,3.0385,,
9767,3.000e-04,3.0425,,
9768,3.000e-04,3.0415,,
9769,3.000e-04,3.0560,,
9770,3.000e-04,3.0078,,
9771,3.000e-04,3.0309,,
9772,3.000e-04,3.0626,,
9773,3.000e-04,2.9993,,
9774,3.000e-04,3.0110,,
9775,3.000e-04,3.0570,,
9776,3.000e-04,3.0112,,
9777,3.000e-04,3.0497,,
9778,3.000e-04,3.1039,,
9779,3.000e-04,3.0349,,
9780,3.000e-04,3.0430,,
9781,3.000e-04,3.0371,,
9782,3.000e-04,3.0309,,
9783,3.000e-04,3.0353,,
9784,3.000e-04,3.0180,,
9785,3.000e-04,3.0791,,
9786,3.000e-04,3.0168,,
9787,3.000e-04,2.9995,,
9788,3.000e-04,3.0565,,
9789,3.000e-04,3.0377,,
9790,3.000e-04,3.0517,,
9791,3.000e-04,3.0373,,
9792,3.000e-04,3.0650,,
9793,3.000e-04,3.0410,,
9794,3.000e-04,3.0277,,
9795,3.000e-04,3.0422,,
9796,3.000e-04,3.0760,,
9797,3.000e-04,3.0184,,
9798,3.000e-04,3.0287,,
9799,3.000e-04,3.0556,,
9800,3.000e-04,3.0629,2.9002181768417357,
9801,3.000e-04,3.0139,,
9802,3.000e-04,3.0263,,
9803,3.000e-04,3.0455,,
9804,3.000e-04,3.0473,,
9805,3.000e-04,3.0171,,
9806,3.000e-04,3.0167,,
9807,3.000e-04,3.0481,,
9808,3.000e-04,3.0117,,
9809,3.000e-04,3.0385,,
9810,3.000e-04,3.0648,,
9811,3.000e-04,3.0352,,
9812,3.000e-04,3.0626,,
9813,3.000e-04,3.0336,,
9814,3.000e-04,3.0302,,
9815,3.000e-04,3.0172,,
9816,3.000e-04,3.0194,,
9817,3.000e-04,3.0567,,
9818,3.000e-04,3.0548,,
9819,3.000e-04,3.0275,,
9820,3.000e-04,3.0262,,
9821,3.000e-04,3.0203,,
9822,3.000e-04,3.0147,,
9823,3.000e-04,3.0204,,
9824,3.000e-04,3.0344,,
9825,3.000e-04,3.0325,,
9826,3.000e-04,3.0625,,
9827,3.000e-04,3.0261,,
9828,3.000e-04,3.0518,,
9829,3.000e-04,3.0556,,
9830,3.000e-04,3.0440,,
9831,3.000e-04,3.0785,,
9832,3.000e-04,3.0405,,
9833,3.000e-04,3.0327,,
9834,3.000e-04,3.0496,,
9835,3.000e-04,3.0474,,
9836,3.000e-04,3.0306,,
9837,3.000e-04,2.9950,,
9838,3.000e-04,3.0150,,
9839,3.000e-04,3.0601,,
9840,3.000e-04,3.0469,,
9841,3.000e-04,2.9964,,
9842,3.000e-04,2.9958,,
9843,3.000e-04,3.0915,,
9844,3.000e-04,3.0412,,
9845,3.000e-04,3.0575,,
9846,3.000e-04,3.0480,,
9847,3.000e-04,3.0723,,
9848,3.000e-04,3.0502,,
9849,3.000e-04,2.9925,,
9850,3.000e-04,3.0779,,
9851,3.000e-04,3.0336,,
9852,3.000e-04,3.0503,,
9853,3.000e-04,3.0644,,
9854,3.000e-04,3.0097,,
9855,3.000e-04,3.0429,,
9856,3.000e-04,3.0127,,
9857,3.000e-04,3.0048,,
9858,3.000e-04,3.0756,,
9859,3.000e-04,3.0457,,
9860,3.000e-04,3.0008,,
9861,3.000e-04,2.9981,,
9862,3.000e-04,3.0335,,
9863,3.000e-04,3.0682,,
9864,3.000e-04,3.0676,,
9865,3.000e-04,3.0153,,
9866,3.000e-04,3.0138,,
9867,3.000e-04,3.0679,,
9868,3.000e-04,3.0497,,
9869,3.000e-04,3.0524,,
9870,3.000e-04,2.9957,,
9871,3.000e-04,3.0446,,
9872,3.000e-04,3.0609,,
9873,3.000e-04,3.0259,,
9874,3.000e-04,3.0112,,
9875,3.000e-04,3.0485,,
9876,3.000e-04,3.0439,,
9877,3.000e-04,3.0554,,
9878,3.000e-04,3.0322,,
9879,3.000e-04,2.9971,,
9880,3.000e-04,3.0136,,
9881,3.000e-04,3.0310,,
9882,3.000e-04,3.0062,,
9883,3.000e-04,3.0411,,
9884,3.000e-04,3.0414,,
9885,3.000e-04,3.0482,,
9886,3.000e-04,2.9639,,
9887,3.000e-04,3.0586,,
9888,3.000e-04,3.0069,,
9889,3.000e-04,3.0725,,
9890,3.000e-04,3.0174,,
9891,3.000e-04,3.0401,,
9892,3.000e-04,3.0301,,
9893,3.000e-04,3.0565,,
9894,3.000e-04,3.0031,,
9895,3.000e-04,3.0472,,
9896,3.000e-04,3.0537,,
9897,3.000e-04,3.0599,,
9898,3.000e-04,2.9655,,
9899,3.000e-04,3.0360,,
9900,3.000e-04,3.0250,2.9525687456130982,
9901,3.000e-04,3.0658,,
9902,3.000e-04,2.9991,,
9903,3.000e-04,3.0165,,
9904,3.000e-04,3.0007,,
9905,3.000e-04,3.0599,,
9906,3.000e-04,3.0544,,
9907,3.000e-04,3.0517,,
9908,3.000e-04,3.0472,,
9909,3.000e-04,3.0291,,
9910,3.000e-04,3.0629,,
9911,3.000e-04,3.0150,,
9912,3.000e-04,3.0999,,
9913,3.000e-04,3.0354,,
9914,3.000e-04,3.0345,,
9915,3.000e-04,3.0759,,
9916,3.000e-04,3.0263,,
9917,3.000e-04,3.0124,,
9918,3.000e-04,3.0828,,
9919,3.000e-04,3.0134,,
9920,3.000e-04,3.0430,,
9921,3.000e-04,3.0771,,
9922,3.000e-04,3.0489,,
9923,3.000e-04,3.0348,,
9924,3.000e-04,3.0261,,
9925,3.000e-04,3.0415,,
9926,3.000e-04,2.9496,,
9927,3.000e-04,3.0330,,
9928,3.000e-04,3.0526,,
9929,3.000e-04,3.0330,,
9930,3.000e-04,3.0713,,
9931,3.000e-04,3.0574,,
9932,3.000e-04,3.0643,,
9933,3.000e-04,3.0217,,
9934,3.000e-04,3.0418,,
9935,3.000e-04,3.0615,,
9936,3.000e-04,3.0381,,
9937,3.000e-04,3.0589,,
9938,3.000e-04,3.0659,,
9939,3.000e-04,3.0488,,
9940,3.000e-04,3.0604,,
9941,3.000e-04,3.0442,,
9942,3.000e-04,2.9970,,
9943,3.000e-04,3.0046,,
9944,3.000e-04,3.0322,,
9945,3.000e-04,3.0441,,
9946,3.000e-04,2.9956,,
9947,3.000e-04,3.0296,,
9948,3.000e-04,3.0105,,
9949,3.000e-04,3.0059,,
9950,3.000e-04,3.0427,,
9951,3.000e-04,3.0839,,
9952,3.000e-04,3.0610,,
9953,3.000e-04,3.0294,,
9954,3.000e-04,3.0574,,
9955,3.000e-04,3.0369,,
9956,3.000e-04,3.0062,,
9957,3.000e-04,3.0416,,
9958,3.000e-04,3.0202,,
9959,3.000e-04,3.0308,,
9960,3.000e-04,3.0356,,
9961,3.000e-04,2.9765,,
9962,3.000e-04,3.0334,,
9963,3.000e-04,3.0678,,
9964,3.000e-04,3.0470,,
9965,3.000e-04,3.0320,,
9966,3.000e-04,3.0524,,
9967,3.000e-04,3.0582,,
9968,3.000e-04,3.0618,,
9969,3.000e-04,3.0454,,
9970,3.000e-04,3.0282,,
9971,3.000e-04,3.0292,,
9972,3.000e-04,3.0410,,
9973,3.000e-04,3.0432,,
9974,3.000e-04,3.0398,,
9975,3.000e-04,3.0235,,
9976,3.000e-04,3.0608,,
9977,3.000e-04,2.9911,,
9978,3.000e-04,3.0371,,
9979,3.000e-04,3.0588,,
9980,3.000e-04,3.0527,,
9981,3.000e-04,3.0268,,
9982,3.000e-04,3.0473,,
9983,3.000e-04,3.0626,,
9984,3.000e-04,3.0458,,
9985,3.000e-04,3.0556,,
9986,3.000e-04,3.0212,,
9987,3.000e-04,2.9841,,
9988,3.000e-04,3.0353,,
9989,3.000e-04,3.0374,,
9990,3.000e-04,3.0380,,
9991,3.000e-04,3.0609,,
9992,3.000e-04,3.0502,,
9993,3.000e-04,3.0544,,
9994,3.000e-04,3.0361,,
9995,3.000e-04,3.0501,,
9996,3.000e-04,3.0300,,
9997,3.000e-04,3.0349,,
9998,3.000e-04,3.0346,,
9999,3.000e-04,3.0027,,
10000,3.000e-04,3.0327,3.0378408551216127,
10001,3.000e-04,3.0558,,
10002,3.000e-04,3.0419,,
10003,3.000e-04,3.0476,,
10004,3.000e-04,3.0071,,
10005,3.000e-04,3.0630,,
10006,3.000e-04,2.9916,,
10007,3.000e-04,3.0134,,
10008,3.000e-04,3.0754,,
10009,3.000e-04,3.0258,,
10010,3.000e-04,3.0443,,
10011,3.000e-04,3.0616,,
10012,3.000e-04,3.0525,,
10013,3.000e-04,3.0009,,
10014,3.000e-04,2.9606,,
10015,3.000e-04,3.0391,,
10016,3.000e-04,3.0361,,
10017,3.000e-04,2.9915,,
10018,3.000e-04,3.0095,,
10019,3.000e-04,3.0512,,
10020,3.000e-04,3.0521,,
10021,3.000e-04,2.9990,,
10022,3.000e-04,3.0346,,
10023,3.000e-04,3.0424,,
10024,3.000e-04,2.9988,,
10025,3.000e-04,3.0417,,
10026,3.000e-04,3.0471,,
10027,3.000e-04,3.0334,,
10028,3.000e-04,3.0574,,
10029,3.000e-04,2.9800,,
10030,3.000e-04,3.0290,,
10031,3.000e-04,3.0313,,
10032,3.000e-04,2.9874,,
10033,3.000e-04,3.0203,,
10034,3.000e-04,3.0489,,
10035,3.000e-04,3.0015,,
10036,3.000e-04,3.0442,,
10037,3.000e-04,3.0278,,
10038,3.000e-04,3.0241,,
10039,3.000e-04,3.0010,,
10040,3.000e-04,3.0417,,
10041,3.000e-04,2.9996,,
10042,3.000e-04,3.0152,,
10043,3.000e-04,3.0248,,
10044,3.000e-04,3.0083,,
10045,3.000e-04,3.0377,,
10046,3.000e-04,3.0821,,
10047,3.000e-04,3.0760,,
10048,3.000e-04,2.9740,,
10049,3.000e-04,2.9961,,
10050,3.000e-04,3.0354,,
10051,3.000e-04,3.0275,,
10052,3.000e-04,2.9914,,
10053,3.000e-04,3.0421,,
10054,3.000e-04,3.0373,,
10055,3.000e-04,3.0723,,
10056,3.000e-04,3.0185,,
10057,3.000e-04,3.0014,,
10058,3.000e-04,3.0240,,
10059,3.000e-04,3.0541,,
10060,3.000e-04,3.0526,,
10061,3.000e-04,3.0424,,
10062,3.000e-04,3.0596,,
10063,3.000e-04,2.9707,,
10064,3.000e-04,2.9969,,
10065,3.000e-04,3.0366,,
10066,3.000e-04,3.0372,,
10067,3.000e-04,3.0322,,
10068,3.000e-04,3.0609,,
10069,3.000e-04,3.0430,,
10070,3.000e-04,3.0459,,
10071,3.000e-04,3.0128,,
10072,3.000e-04,3.0685,,
10073,3.000e-04,3.0604,,
10074,3.000e-04,3.0613,,
10075,3.000e-04,3.0298,,
10076,3.000e-04,3.0005,,
10077,3.000e-04,3.0459,,
10078,3.000e-04,3.0049,,
10079,3.000e-04,3.0380,,
10080,3.000e-04,3.0420,,
10081,3.000e-04,3.0388,,
10082,3.000e-04,3.0026,,
10083,3.000e-04,2.9981,,
10084,3.000e-04,2.9772,,
10085,3.000e-04,3.0254,,
10086,3.000e-04,3.0078,,
10087,3.000e-04,3.0247,,
10088,3.000e-04,3.0235,,
10089,3.000e-04,3.0487,,
10090,3.000e-04,3.0045,,
10091,3.000e-04,3.1149,,
10092,3.000e-04,3.0295,,
10093,3.000e-04,3.0062,,
10094,3.000e-04,3.0327,,
10095,3.000e-04,3.0147,,
10096,3.000e-04,3.0342,,
10097,3.000e-04,3.0773,,
10098,3.000e-04,3.0342,,
10099,3.000e-04,3.0627,,
10100,3.000e-04,3.0339,2.9262786984443663,
10101,3.000e-04,3.0346,,
10102,3.000e-04,3.0614,,
10103,3.000e-04,3.0266,,
10104,3.000e-04,3.0271,,
10105,3.000e-04,3.0003,,
10106,3.000e-04,3.0568,,
10107,3.000e-04,3.0472,,
10108,3.000e-04,3.0211,,
10109,3.000e-04,3.0511,,
10110,3.000e-04,3.0834,,
10111,3.000e-04,3.0455,,
10112,3.000e-04,3.0384,,
10113,3.000e-04,3.0145,,
10114,3.000e-04,3.0455,,
10115,3.000e-04,3.0289,,
10116,3.000e-04,3.0292,,
10117,3.000e-04,3.0298,,
10118,3.000e-04,3.0778,,
10119,3.000e-04,3.0398,,
10120,3.000e-04,3.0333,,
10121,3.000e-04,3.0570,,
10122,3.000e-04,3.0158,,
10123,3.000e-04,3.0152,,
10124,3.000e-04,3.0316,,
10125,3.000e-04,2.9922,,
10126,3.000e-04,3.0136,,
10127,3.000e-04,3.0838,,
10128,3.000e-04,3.0246,,
10129,3.000e-04,3.0547,,
10130,3.000e-04,3.0369,,
10131,3.000e-04,3.0778,,
10132,3.000e-04,3.0366,,
10133,3.000e-04,3.0220,,
10134,3.000e-04,3.0733,,
10135,3.000e-04,3.0172,,
10136,3.000e-04,3.0340,,
10137,3.000e-04,3.0108,,
10138,3.000e-04,3.0744,,
10139,3.000e-04,2.9980,,
10140,3.000e-04,3.0251,,
10141,3.000e-04,3.0647,,
10142,3.000e-04,3.0998,,
10143,3.000e-04,3.0090,,
10144,3.000e-04,2.9927,,
10145,3.000e-04,2.9775,,
10146,3.000e-04,3.0115,,
10147,3.000e-04,3.0238,,
10148,3.000e-04,3.0100,,
10149,3.000e-04,3.0007,,
10150,3.000e-04,3.0486,,
10151,3.000e-04,3.0823,,
10152,3.000e-04,3.0244,,
10153,3.000e-04,3.0092,,
10154,3.000e-04,2.9988,,
10155,3.000e-04,3.0500,,
10156,3.000e-04,2.9877,,
10157,3.000e-04,3.0340,,
10158,3.000e-04,2.9916,,
10159,3.000e-04,3.0303,,
10160,3.000e-04,3.0150,,
10161,3.000e-04,3.0291,,
10162,3.000e-04,3.0268,,
10163,3.000e-04,3.0360,,
10164,3.000e-04,3.0516,,
10165,3.000e-04,3.0707,,
10166,3.000e-04,3.0489,,
10167,3.000e-04,3.0608,,
10168,3.000e-04,3.0157,,
10169,3.000e-04,3.0073,,
10170,3.000e-04,3.0323,,
10171,3.000e-04,3.0263,,
10172,3.000e-04,3.0253,,
10173,3.000e-04,3.0198,,
10174,3.000e-04,3.0462,,
10175,3.000e-04,3.0153,,
10176,3.000e-04,3.0198,,
10177,3.000e-04,3.0210,,
10178,3.000e-04,3.0564,,
10179,3.000e-04,3.0699,,
10180,3.000e-04,3.0607,,
10181,3.000e-04,3.0678,,
10182,3.000e-04,3.0017,,
10183,3.000e-04,3.0648,,
10184,3.000e-04,3.0257,,
10185,3.000e-04,3.0746,,
10186,3.000e-04,3.0578,,
10187,3.000e-04,3.0483,,
10188,3.000e-04,3.0550,,
10189,3.000e-04,3.0500,,
10190,3.000e-04,3.0082,,
10191,3.000e-04,3.0258,,
10192,3.000e-04,3.0281,,
10193,3.000e-04,3.0680,,
10194,3.000e-04,3.0142,,
10195,3.000e-04,3.0847,,
10196,3.000e-04,3.0486,,
10197,3.000e-04,3.0020,,
10198,3.000e-04,3.0500,,
10199,3.000e-04,2.9904,,
10200,3.000e-04,3.0412,2.9581378579139708,
10201,3.000e-04,3.0146,,
10202,3.000e-04,3.0388,,
10203,3.000e-04,3.0685,,
10204,3.000e-04,3.0272,,
10205,3.000e-04,3.0296,,
10206,3.000e-04,3.0222,,
10207,3.000e-04,3.0137,,
10208,3.000e-04,3.0202,,
10209,3.000e-04,3.0538,,
10210,3.000e-04,3.0299,,
10211,3.000e-04,3.0236,,
10212,3.000e-04,3.0320,,
10213,3.000e-04,3.0376,,
10214,3.000e-04,3.0104,,
10215,3.000e-04,3.0186,,
10216,3.000e-04,3.0889,,
10217,3.000e-04,3.0439,,
10218,3.000e-04,3.0153,,
10219,3.000e-04,3.0454,,
10220,3.000e-04,3.0312,,
10221,3.000e-04,2.9621,,
10222,3.000e-04,3.0406,,
10223,3.000e-04,3.0178,,
10224,3.000e-04,3.0247,,
10225,3.000e-04,2.9845,,
10226,3.000e-04,3.0064,,
10227,3.000e-04,3.0627,,
10228,3.000e-04,3.0442,,
10229,3.000e-04,3.0659,,
10230,3.000e-04,3.0458,,
10231,3.000e-04,3.0861,,
10232,3.000e-04,3.0114,,
10233,3.000e-04,3.0249,,
10234,3.000e-04,3.0230,,
10235,3.000e-04,3.0542,,
10236,3.000e-04,3.0381,,
10237,3.000e-04,3.0190,,
10238,3.000e-04,3.0577,,
10239,3.000e-04,3.0259,,
10240,3.000e-04,2.9840,,
10241,3.000e-04,3.0746,,
10242,3.000e-04,3.0132,,
10243,3.000e-04,2.9882,,
10244,3.000e-04,3.0584,,
10245,3.000e-04,3.0768,,
10246,3.000e-04,3.0200,,
10247,3.000e-04,3.0557,,
10248,3.000e-04,3.0350,,
10249,3.000e-04,3.0318,,
10250,3.000e-04,3.0551,,
10251,3.000e-04,3.0040,,
10252,3.000e-04,3.0387,,
10253,3.000e-04,3.0464,,
10254,3.000e-04,3.0508,,
10255,3.000e-04,3.0210,,
10256,3.000e-04,3.0284,,
10257,3.000e-04,3.0116,,
10258,3.000e-04,3.0182,,
10259,3.000e-04,2.9865,,
10260,3.000e-04,2.9867,,
10261,3.000e-04,3.0525,,
10262,3.000e-04,3.0251,,
10263,3.000e-04,3.0562,,
10264,3.000e-04,3.0201,,
10265,3.000e-04,3.0120,,
10266,3.000e-04,3.0131,,
10267,3.000e-04,3.0173,,
10268,3.000e-04,3.0429,,
10269,3.000e-04,3.0402,,
10270,3.000e-04,3.0554,,
10271,3.000e-04,3.0452,,
10272,3.000e-04,3.0263,,
10273,3.000e-04,3.0322,,
10274,3.000e-04,3.0276,,
10275,3.000e-04,3.0278,,
10276,3.000e-04,3.0385,,
10277,3.000e-04,3.0430,,
10278,3.000e-04,3.0014,,
10279,3.000e-04,3.0479,,
10280,3.000e-04,3.0330,,
10281,3.000e-04,3.0413,,
10282,3.000e-04,3.0114,,
10283,3.000e-04,3.0562,,
10284,3.000e-04,3.0043,,
10285,3.000e-04,3.0549,,
10286,3.000e-04,3.0191,,
10287,3.000e-04,2.9846,,
10288,3.000e-04,3.0079,,
10289,3.000e-04,3.0416,,
10290,3.000e-04,3.0449,,
10291,3.000e-04,3.0224,,
10292,3.000e-04,3.0479,,
10293,3.000e-04,3.0598,,
10294,3.000e-04,3.0250,,
10295,3.000e-04,3.0493,,
10296,3.000e-04,3.0128,,
10297,3.000e-04,3.0271,,
10298,3.000e-04,3.0751,,
10299,3.000e-04,3.0284,,
10300,3.000e-04,2.9841,3.102759599685669,
10301,3.000e-04,3.0111,,
10302,3.000e-04,2.9945,,
10303,3.000e-04,3.0577,,
10304,3.000e-04,3.0483,,
10305,3.000e-04,3.0333,,
10306,3.000e-04,3.0624,,
10307,3.000e-04,3.0301,,
10308,3.000e-04,3.0300,,
10309,3.000e-04,3.0509,,
10310,3.000e-04,3.0234,,
10311,3.000e-04,3.0282,,
10312,3.000e-04,3.0197,,
10313,3.000e-04,2.9688,,
10314,3.000e-04,3.0088,,
10315,3.000e-04,3.0722,,
10316,3.000e-04,3.0105,,
10317,3.000e-04,3.0545,,
10318,3.000e-04,3.0333,,
10319,3.000e-04,3.0433,,
10320,3.000e-04,3.0444,,
10321,3.000e-04,3.0491,,
10322,3.000e-04,3.0259,,
10323,3.000e-04,2.9994,,
10324,3.000e-04,3.0549,,
10325,3.000e-04,3.0521,,
10326,3.000e-04,3.0548,,
10327,3.000e-04,3.0592,,
10328,3.000e-04,2.9944,,
10329,3.000e-04,2.9823,,
10330,3.000e-04,3.0474,,
10331,3.000e-04,3.0658,,
10332,3.000e-04,3.0241,,
10333,3.000e-04,3.0439,,
10334,3.000e-04,3.0264,,
10335,3.000e-04,3.0124,,
10336,3.000e-04,3.0208,,
10337,3.000e-04,3.0362,,
10338,3.000e-04,3.0912,,
10339,3.000e-04,3.0013,,
10340,3.000e-04,3.0372,,
10341,3.000e-04,3.0290,,
10342,3.000e-04,3.0259,,
10343,3.000e-04,3.0049,,
10344,3.000e-04,3.0067,,
10345,3.000e-04,3.0230,,
10346,3.000e-04,3.0516,,
10347,3.000e-04,3.0235,,
10348,3.000e-04,3.0178,,
10349,3.000e-04,3.0283,,
10350,3.000e-04,3.0251,,
10351,3.000e-04,3.0436,,
10352,3.000e-04,3.0252,,
10353,3.000e-04,3.0451,,
10354,3.000e-04,3.0258,,
10355,3.000e-04,3.0264,,
10356,3.000e-04,3.0443,,
10357,3.000e-04,3.0541,,
10358,3.000e-04,3.0380,,
10359,3.000e-04,2.9996,,
10360,3.000e-04,3.0133,,
10361,3.000e-04,2.9891,,
10362,3.000e-04,3.0326,,
10363,3.000e-04,3.0140,,
10364,3.000e-04,3.0396,,
10365,3.000e-04,3.0222,,
10366,3.000e-04,3.0279,,
10367,3.000e-04,3.0630,,
10368,3.000e-04,3.0413,,
10369,3.000e-04,3.0407,,
10370,3.000e-04,3.0643,,
10371,3.000e-04,3.0411,,
10372,3.000e-04,2.9956,,
10373,3.000e-04,3.0290,,
10374,3.000e-04,3.0813,,
10375,3.000e-04,3.0469,,
10376,3.000e-04,2.9937,,
10377,3.000e-04,3.0112,,
10378,3.000e-04,3.0400,,
10379,3.000e-04,2.9962,,
10380,3.000e-04,3.0250,,
10381,3.000e-04,2.9920,,
10382,3.000e-04,3.0336,,
10383,3.000e-04,2.9992,,
10384,3.000e-04,3.0429,,
10385,3.000e-04,3.0138,,
10386,3.000e-04,2.9928,,
10387,3.000e-04,3.0491,,
10388,3.000e-04,3.0215,,
10389,3.000e-04,3.0560,,
10390,3.000e-04,3.0400,,
10391,3.000e-04,2.9959,,
10392,3.000e-04,3.0383,,
10393,3.000e-04,3.0420,,
10394,3.000e-04,2.9655,,
10395,3.000e-04,3.0259,,
10396,3.000e-04,3.0252,,
10397,3.000e-04,3.0103,,
10398,3.000e-04,3.0554,,
10399,3.000e-04,3.0500,,
10400,3.000e-04,3.0218,2.8178446888923645,
10401,3.000e-04,3.0143,,
10402,3.000e-04,2.9818,,
10403,3.000e-04,3.0115,,
10404,3.000e-04,3.0217,,
10405,3.000e-04,3.0033,,
10406,3.000e-04,3.0926,,
10407,3.000e-04,3.0337,,
10408,3.000e-04,3.0402,,
10409,3.000e-04,3.0609,,
10410,3.000e-04,3.0265,,
10411,3.000e-04,3.0375,,
10412,3.000e-04,3.0240,,
10413,3.000e-04,3.0137,,
10414,3.000e-04,3.0680,,
10415,3.000e-04,3.0524,,
10416,3.000e-04,3.0267,,
10417,3.000e-04,3.0186,,
10418,3.000e-04,2.9657,,
10419,3.000e-04,3.0139,,
10420,3.000e-04,3.0031,,
10421,3.000e-04,3.0504,,
10422,3.000e-04,3.0349,,
10423,3.000e-04,3.0527,,
10424,3.000e-04,3.0605,,
10425,3.000e-04,3.0148,,
10426,3.000e-04,3.0424,,
10427,3.000e-04,3.0460,,
10428,3.000e-04,2.9723,,
10429,3.000e-04,3.0762,,
10430,3.000e-04,3.0680,,
10431,3.000e-04,3.0298,,
10432,3.000e-04,3.0212,,
10433,3.000e-04,2.9901,,
10434,3.000e-04,3.0403,,
10435,3.000e-04,3.0314,,
10436,3.000e-04,3.0176,,
10437,3.000e-04,3.0086,,
10438,3.000e-04,3.0544,,
10439,3.000e-04,3.0260,,
10440,3.000e-04,3.0302,,
10441,3.000e-04,2.9993,,
10442,3.000e-04,3.0221,,
10443,3.000e-04,3.0431,,
10444,3.000e-04,3.0264,,
10445,3.000e-04,3.0512,,
10446,3.000e-04,3.0317,,
10447,3.000e-04,3.0429,,
10448,3.000e-04,3.0154,,
10449,3.000e-04,3.0348,,
10450,3.000e-04,3.0329,,
10451,3.000e-04,3.0435,,
10452,3.000e-04,2.9931,,
10453,3.000e-04,2.9805,,
10454,3.000e-04,3.0124,,
10455,3.000e-04,3.0423,,
10456,3.000e-04,2.9964,,
10457,3.000e-04,3.0520,,
10458,3.000e-04,3.0448,,
10459,3.000e-04,3.0151,,
10460,3.000e-04,2.9927,,
10461,3.000e-04,3.0102,,
10462,3.000e-04,3.0534,,
10463,3.000e-04,3.0586,,
10464,3.000e-04,3.0278,,
10465,3.000e-04,3.0308,,
10466,3.000e-04,3.0087,,
10467,3.000e-04,2.9900,,
10468,3.000e-04,2.9910,,
10469,3.000e-04,3.0575,,
