step,lr,train_loss,val_loss,tokens_per_sec
3084,3.000e-04,3.4713,,
3085,3.000e-04,3.4276,,
3086,3.000e-04,3.4241,,
3087,3.000e-04,3.4277,,
3088,3.000e-04,3.4222,,
3089,3.000e-04,3.4523,,
3090,3.000e-04,3.4475,,
3091,3.000e-04,3.3976,,
3092,3.000e-04,3.4866,,
3093,3.000e-04,3.4269,,
3094,3.000e-04,3.4194,,
3095,3.000e-04,3.4535,,
3096,3.000e-04,3.4213,,
3097,3.000e-04,3.4329,,
3098,3.000e-04,3.4168,,
3099,3.000e-04,3.4053,,
3100,3.000e-04,3.4003,3.3262207984924315,
3101,3.000e-04,3.4340,,
3102,3.000e-04,3.4098,,
3103,3.000e-04,3.4426,,
3104,3.000e-04,3.4465,,
3105,3.000e-04,3.3984,,
3106,3.000e-04,3.4801,,
3107,3.000e-04,3.4455,,
3108,3.000e-04,3.4100,,
3109,3.000e-04,3.3799,,
3110,3.000e-04,3.4466,,
3111,3.000e-04,3.4375,,
3112,3.000e-04,3.4076,,
3113,3.000e-04,3.4555,,
3114,3.000e-04,3.4626,,
3115,3.000e-04,3.4561,,
3116,3.000e-04,3.4296,,
3117,3.000e-04,3.4070,,
3118,3.000e-04,3.3795,,
3119,3.000e-04,3.3911,,
3120,3.000e-04,3.4522,,
3121,3.000e-04,3.4400,,
3122,3.000e-04,3.4162,,
3123,3.000e-04,3.4040,,
3124,3.000e-04,3.4307,,
3125,3.000e-04,3.4305,,
3126,3.000e-04,3.4094,,
3127,3.000e-04,3.4039,,
3128,3.000e-04,3.4465,,
3129,3.000e-04,3.4446,,
3130,3.000e-04,3.3880,,
3131,3.000e-04,3.4182,,
3132,3.000e-04,3.4219,,
3133,3.000e-04,3.3867,,
3134,3.000e-04,3.4277,,
3135,3.000e-04,3.4589,,
3136,3.000e-04,3.4330,,
3137,3.000e-04,3.4213,,
3138,3.000e-04,3.3907,,
3139,3.000e-04,3.4427,,
3140,3.000e-04,3.4026,,
3141,3.000e-04,3.4069,,
3142,3.000e-04,3.4216,,
3143,3.000e-04,3.4132,,
3144,3.000e-04,3.4662,,
3145,3.000e-04,3.4266,,
3146,3.000e-04,3.3927,,
3147,3.000e-04,3.4738,,
3148,3.000e-04,3.4139,,
3149,3.000e-04,3.4447,,
3150,3.000e-04,3.4407,,
3151,3.000e-04,3.4073,,
3152,3.000e-04,3.4753,,
3153,3.000e-04,3.3830,,
3154,3.000e-04,3.4246,,
3155,3.000e-04,3.4375,,
3156,3.000e-04,3.4832,,
3157,3.000e-04,3.4417,,
3158,3.000e-04,3.4368,,
3159,3.000e-04,3.3972,,
3160,3.000e-04,3.4421,,
3161,3.000e-04,3.3950,,
3162,3.000e-04,3.4249,,
3163,3.000e-04,3.4379,,
3164,3.000e-04,3.4122,,
3165,3.000e-04,3.4395,,
3166,3.000e-04,3.4056,,
3167,3.000e-04,3.4095,,
3168,3.000e-04,3.3908,,
3169,3.000e-04,3.4540,,
3170,3.000e-04,3.4651,,
3171,3.000e-04,3.4166,,
3172,3.000e-04,3.4315,,
3173,3.000e-04,3.4482,,
3174,3.000e-04,3.4209,,
3175,3.000e-04,3.4238,,
3176,3.000e-04,3.4284,,
3177,3.000e-04,3.4337,,
3178,3.000e-04,3.4268,,
3179,3.000e-04,3.4322,,
3180,3.000e-04,3.3852,,
3181,3.000e-04,3.4203,,
3182,3.000e-04,3.4263,,
3183,3.000e-04,3.3988,,
3184,3.000e-04,3.4406,,
3185,3.000e-04,3.4185,,
3186,3.000e-04,3.3618,,
3187,3.000e-04,3.4348,,
3188,3.000e-04,3.4294,,
3189,3.000e-04,3.4076,,
3190,3.000e-04,3.4180,,
3191,3.000e-04,3.4094,,
3192,3.000e-04,3.3913,,
3193,3.000e-04,3.4113,,
3194,3.000e-04,3.4297,,
3195,3.000e-04,3.4451,,
3196,3.000e-04,3.4425,,
3197,3.000e-04,3.4171,,
3198,3.000e-04,3.4174,,
3199,3.000e-04,3.4286,,
3200,3.000e-04,3.4459,3.39581937789917,
3201,3.000e-04,3.4324,,
3202,3.000e-04,3.4195,,
3203,3.000e-04,3.4819,,
3204,3.000e-04,3.3889,,
3205,3.000e-04,3.3998,,
3206,3.000e-04,3.4168,,
3207,3.000e-04,3.3944,,
3208,3.000e-04,3.4423,,
3209,3.000e-04,3.3880,,
3210,3.000e-04,3.4324,,
3211,3.000e-04,3.3932,,
3212,3.000e-04,3.3845,,
3213,3.000e-04,3.4260,,
3214,3.000e-04,3.4206,,
3215,3.000e-04,3.4156,,
3216,3.000e-04,3.4129,,
3217,3.000e-04,3.3886,,
3218,3.000e-04,3.3945,,
3219,3.000e-04,3.4105,,
3220,3.000e-04,3.3604,,
3221,3.000e-04,3.4360,,
3222,3.000e-04,3.4228,,
3223,3.000e-04,3.3962,,
3224,3.000e-04,3.4141,,
3225,3.000e-04,3.3841,,
3226,3.000e-04,3.3889,,
3227,3.000e-04,3.4109,,
3228,3.000e-04,3.4026,,
3229,3.000e-04,3.4227,,
3230,3.000e-04,3.4054,,
3231,3.000e-04,3.4235,,
3232,3.000e-04,3.3804,,
3233,3.000e-04,3.3758,,
3234,3.000e-04,3.4132,,
3235,3.000e-04,3.4043,,
3236,3.000e-04,3.4357,,
3237,3.000e-04,3.3995,,
3238,3.000e-04,3.3973,,
3239,3.000e-04,3.4319,,
3240,3.000e-04,3.3852,,
3241,3.000e-04,3.4002,,
3242,3.000e-04,3.4316,,
3243,3.000e-04,3.4451,,
3244,3.000e-04,3.4046,,
3245,3.000e-04,3.4181,,
3246,3.000e-04,3.4064,,
3247,3.000e-04,3.3937,,
3248,3.000e-04,3.3923,,
3249,3.000e-04,3.3951,,
3250,3.000e-04,3.4107,,
3251,3.000e-04,3.3908,,
3252,3.000e-04,3.4263,,
3253,3.000e-04,3.3903,,
3254,3.000e-04,3.4058,,
3255,3.000e-04,3.3810,,
3256,3.000e-04,3.4492,,
3257,3.000e-04,3.4054,,
3258,3.000e-04,3.3719,,
3259,3.000e-04,3.4137,,
3260,3.000e-04,3.4105,,
3261,3.000e-04,3.4326,,
3262,3.000e-04,3.3863,,
3263,3.000e-04,3.4049,,
3264,3.000e-04,3.4115,,
3265,3.000e-04,3.4115,,
3266,3.000e-04,3.4213,,
3267,3.000e-04,3.3946,,
3268,3.000e-04,3.4285,,
3269,3.000e-04,3.4078,,
3270,3.000e-04,3.3717,,
3271,3.000e-04,3.4322,,
3272,3.000e-04,3.4236,,
3273,3.000e-04,3.3823,,
3274,3.000e-04,3.3860,,
3275,3.000e-04,3.4014,,
3276,3.000e-04,3.4152,,
3277,3.000e-04,3.4397,,
3278,3.000e-04,3.4163,,
3279,3.000e-04,3.4056,,
3280,3.000e-04,3.4067,,
3281,3.000e-04,3.4151,,
3282,3.000e-04,3.3313,,
3283,3.000e-04,3.3965,,
3284,3.000e-04,3.3917,,
3285,3.000e-04,3.3924,,
3286,3.000e-04,3.3531,,
3287,3.000e-04,3.4053,,
3288,3.000e-04,3.3946,,
3289,3.000e-04,3.3963,,
3290,3.000e-04,3.3956,,
3291,3.000e-04,3.3526,,
3292,3.000e-04,3.4015,,
3293,3.000e-04,3.3842,,
3294,3.000e-04,3.4431,,
3295,3.000e-04,3.3460,,
3296,3.000e-04,3.3755,,
3297,3.000e-04,3.4194,,
3298,3.000e-04,3.4608,,
3299,3.000e-04,3.4051,,
3300,3.000e-04,3.3802,3.402004373073578,
3301,3.000e-04,3.3794,,
3302,3.000e-04,3.4168,,
3303,3.000e-04,3.3877,,
3304,3.000e-04,3.4112,,
3305,3.000e-04,3.4123,,
3306,3.000e-04,3.3821,,
3307,3.000e-04,3.4117,,
3308,3.000e-04,3.4320,,
3309,3.000e-04,3.3974,,
3310,3.000e-04,3.3801,,
3311,3.000e-04,3.4315,,
3312,3.000e-04,3.3939,,
3313,3.000e-04,3.4260,,
3314,3.000e-04,3.3733,,
3315,3.000e-04,3.4680,,
3316,3.000e-04,3.3998,,
3317,3.000e-04,3.3849,,
3318,3.000e-04,3.3913,,
3319,3.000e-04,3.3878,,
3320,3.000e-04,3.4499,,
3321,3.000e-04,3.3932,,
3322,3.000e-04,3.4193,,
3323,3.000e-04,3.4120,,
3324,3.000e-04,3.4275,,
3325,3.000e-04,3.3715,,
3326,3.000e-04,3.4086,,
3327,3.000e-04,3.3487,,
3328,3.000e-04,3.3599,,
3329,3.000e-04,3.4091,,
3330,3.000e-04,3.3738,,
3331,3.000e-04,3.3787,,
3332,3.000e-04,3.4096,,
3333,3.000e-04,3.3896,,
3334,3.000e-04,3.4272,,
3335,3.000e-04,3.3387,,
3336,3.000e-04,3.3823,,
3337,3.000e-04,3.3795,,
3338,3.000e-04,3.4180,,
3339,3.000e-04,3.4285,,
3340,3.000e-04,3.4091,,
3341,3.000e-04,3.4182,,
3342,3.000e-04,3.4089,,
3343,3.000e-04,3.4185,,
3344,3.000e-04,3.3842,,
3345,3.000e-04,3.3819,,
3346,3.000e-04,3.3592,,
3347,3.000e-04,3.3697,,
3348,3.000e-04,3.4222,,
3349,3.000e-04,3.4100,,
3350,3.000e-04,3.3942,,
3351,3.000e-04,3.3973,,
3352,3.000e-04,3.4110,,
3353,3.000e-04,3.4180,,
3354,3.000e-04,3.3953,,
3355,3.000e-04,3.4388,,
3356,3.000e-04,3.4165,,
3357,3.000e-04,3.3973,,
3358,3.000e-04,3.3612,,
3359,3.000e-04,3.4191,,
3360,3.000e-04,3.3637,,
3361,3.000e-04,3.4132,,
3362,3.000e-04,3.4201,,
3363,3.000e-04,3.3836,,
3364,3.000e-04,3.3808,,
3365,3.000e-04,3.3612,,
3366,3.000e-04,3.3919,,
3367,3.000e-04,3.4265,,
3368,3.000e-04,3.3689,,
3369,3.000e-04,3.3916,,
3370,3.000e-04,3.4017,,
3371,3.000e-04,3.4170,,
3372,3.000e-04,3.3855,,
3373,3.000e-04,3.3992,,
3374,3.000e-04,3.3952,,
3375,3.000e-04,3.3870,,
3376,3.000e-04,3.3761,,
3377,3.000e-04,3.3933,,
3378,3.000e-04,3.3820,,
3379,3.000e-04,3.4092,,
3380,3.000e-04,3.3777,,
3381,3.000e-04,3.4084,,
3382,3.000e-04,3.3655,,
3383,3.000e-04,3.4284,,
3384,3.000e-04,3.3701,,
3385,3.000e-04,3.4129,,
3386,3.000e-04,3.3882,,
3387,3.000e-04,3.3863,,
3388,3.000e-04,3.4008,,
3389,3.000e-04,3.4093,,
3390,3.000e-04,3.3646,,
3391,3.000e-04,3.3989,,
3392,3.000e-04,3.3844,,
3393,3.000e-04,3.3662,,
3394,3.000e-04,3.3648,,
3395,3.000e-04,3.4366,,
3396,3.000e-04,3.3987,,
3397,3.000e-04,3.3800,,
3398,3.000e-04,3.3803,,
3399,3.000e-04,3.3783,,
3400,3.000e-04,3.4251,3.334785294532776,
3401,3.000e-04,3.4017,,
3402,3.000e-04,3.4394,,
3403,3.000e-04,3.3982,,
3404,3.000e-04,3.3964,,
3405,3.000e-04,3.3825,,
3406,3.000e-04,3.4022,,
3407,3.000e-04,3.3663,,
3408,3.000e-04,3.3883,,
3409,3.000e-04,3.3217,,
3410,3.000e-04,3.4085,,
3411,3.000e-04,3.3985,,
3412,3.000e-04,3.3937,,
3413,3.000e-04,3.4190,,
3414,3.000e-04,3.3682,,
3415,3.000e-04,3.3718,,
3416,3.000e-04,3.3762,,
3417,3.000e-04,3.3718,,
3418,3.000e-04,3.3713,,
3419,3.000e-04,3.3898,,
3420,3.000e-04,3.3593,,
3421,3.000e-04,3.3871,,
3422,3.000e-04,3.3872,,
3423,3.000e-04,3.3948,,
3424,3.000e-04,3.3756,,
3425,3.000e-04,3.3885,,
3426,3.000e-04,3.3684,,
3427,3.000e-04,3.4017,,
3428,3.000e-04,3.3701,,
3429,3.000e-04,3.3870,,
3430,3.000e-04,3.3968,,
3431,3.000e-04,3.4316,,
3432,3.000e-04,3.3399,,
3433,3.000e-04,3.4142,,
3434,3.000e-04,3.3450,,
3435,3.000e-04,3.3255,,
3436,3.000e-04,3.4046,,
3437,3.000e-04,3.3874,,
3438,3.000e-04,3.4051,,
3439,3.000e-04,3.3834,,
3440,3.000e-04,3.3838,,
3441,3.000e-04,3.3770,,
3442,3.000e-04,3.3844,,
3443,3.000e-04,3.4092,,
3444,3.000e-04,3.3440,,
3445,3.000e-04,3.3902,,
3446,3.000e-04,3.4100,,
3447,3.000e-04,3.4071,,
3448,3.000e-04,3.3503,,
3449,3.000e-04,3.3551,,
3450,3.000e-04,3.4358,,
3451,3.000e-04,3.4092,,
3452,3.000e-04,3.4029,,
3453,3.000e-04,3.3588,,
3454,3.000e-04,3.3633,,
3455,3.000e-04,3.3868,,
3456,3.000e-04,3.4239,,
3457,3.000e-04,3.3897,,
3458,3.000e-04,3.4328,,
3459,3.000e-04,3.3624,,
3460,3.000e-04,3.4013,,
3461,3.000e-04,3.3514,,
3462,3.000e-04,3.4082,,
3463,3.000e-04,3.4020,,
3464,3.000e-04,3.4228,,
3465,3.000e-04,3.4293,,
3466,3.000e-04,3.3771,,
3467,3.000e-04,3.4044,,
3468,3.000e-04,3.4012,,
3469,3.000e-04,3.3850,,
3470,3.000e-04,3.3758,,
3471,3.000e-04,3.3878,,
3472,3.000e-04,3.3858,,
3473,3.000e-04,3.3486,,
3474,3.000e-04,3.3872,,
3475,3.000e-04,3.3690,,
3476,3.000e-04,3.3514,,
3477,3.000e-04,3.3249,,
3478,3.000e-04,3.3459,,
3479,3.000e-04,3.4022,,
3480,3.000e-04,3.3834,,
3481,3.000e-04,3.3452,,
3482,3.000e-04,3.3739,,
3483,3.000e-04,3.3521,,
3484,3.000e-04,3.3336,,
3485,3.000e-04,3.3411,,
3486,3.000e-04,3.3870,,
3487,3.000e-04,3.3451,,
3488,3.000e-04,3.3560,,
3489,3.000e-04,3.4009,,
3490,3.000e-04,3.3760,,
3491,3.000e-04,3.4067,,
3492,3.000e-04,3.3714,,
3493,3.000e-04,3.3889,,
3494,3.000e-04,3.3431,,
3495,3.000e-04,3.3885,,
3496,3.000e-04,3.3976,,
3497,3.000e-04,3.3742,,
3498,3.000e-04,3.3986,,
3499,3.000e-04,3.4193,,
3500,3.000e-04,3.3867,3.2223913073539734,
3501,3.000e-04,3.3820,,
3502,3.000e-04,3.3848,,
3503,3.000e-04,3.3632,,
3504,3.000e-04,3.3748,,
3505,3.000e-04,3.3621,,
3506,3.000e-04,3.3543,,
3507,3.000e-04,3.3454,,
3508,3.000e-04,3.3772,,
3509,3.000e-04,3.3911,,
3510,3.000e-04,3.3421,,
3511,3.000e-04,3.3697,,
3512,3.000e-04,3.3772,,
3513,3.000e-04,3.3462,,
3514,3.000e-04,3.3493,,
3515,3.000e-04,3.3704,,
3516,3.000e-04,3.3778,,
3517,3.000e-04,3.3757,,
3518,3.000e-04,3.3785,,
3519,3.000e-04,3.3608,,
3520,3.000e-04,3.3682,,
3521,3.000e-04,3.4018,,
3522,3.000e-04,3.4066,,
3523,3.000e-04,3.3771,,
3524,3.000e-04,3.3871,,
3525,3.000e-04,3.3713,,
3526,3.000e-04,3.3736,,
3527,3.000e-04,3.3755,,
3528,3.000e-04,3.4180,,
3529,3.000e-04,3.3770,,
3530,3.000e-04,3.3879,,
3531,3.000e-04,3.3671,,
3532,3.000e-04,3.3517,,
3533,3.000e-04,3.4128,,
3534,3.000e-04,3.3587,,
3535,3.000e-04,3.4206,,
3536,3.000e-04,3.3693,,
3537,3.000e-04,3.3291,,
3538,3.000e-04,3.3719,,
3539,3.000e-04,3.3825,,
3540,3.000e-04,3.3965,,
3541,3.000e-04,3.3616,,
3542,3.000e-04,3.3443,,
3543,3.000e-04,3.3385,,
3544,3.000e-04,3.3759,,
3545,3.000e-04,3.3840,,
3546,3.000e-04,3.3793,,
3547,3.000e-04,3.3651,,
3548,3.000e-04,3.3611,,
3549,3.000e-04,3.3778,,
3550,3.000e-04,3.3643,,
3551,3.000e-04,3.3337,,
3552,3.000e-04,3.3562,,
3553,3.000e-04,3.3063,,
3554,3.000e-04,3.3969,,
3555,3.000e-04,3.3780,,
3556,3.000e-04,3.3658,,
3557,3.000e-04,3.3484,,
3558,3.000e-04,3.3728,,
3559,3.000e-04,3.3632,,
3560,3.000e-04,3.3408,,
3561,3.000e-04,3.3456,,
3562,3.000e-04,3.3684,,
3563,3.000e-04,3.3688,,
3564,3.000e-04,3.3595,,
3565,3.000e-04,3.3488,,
3566,3.000e-04,3.3583,,
3567,3.000e-04,3.3689,,
3568,3.000e-04,3.3702,,
3569,3.000e-04,3.3517,,
3570,3.000e-04,3.3547,,
3571,3.000e-04,3.3974,,
3572,3.000e-04,3.3796,,
3573,3.000e-04,3.3597,,
3574,3.000e-04,3.3653,,
3575,3.000e-04,3.3739,,
3576,3.000e-04,3.3407,,
3577,3.000e-04,3.3669,,
3578,3.000e-04,3.3455,,
3579,3.000e-04,3.3864,,
3580,3.000e-04,3.3472,,
3581,3.000e-04,3.3761,,
3582,3.000e-04,3.3718,,
3583,3.000e-04,3.3675,,
3584,3.000e-04,3.3561,,
3585,3.000e-04,3.3772,,
3586,3.000e-04,3.3431,,
3587,3.000e-04,3.3852,,
3588,3.000e-04,3.3920,,
3589,3.000e-04,3.3545,,
3590,3.000e-04,3.3679,,
3591,3.000e-04,3.3484,,
3592,3.000e-04,3.3663,,
3593,3.000e-04,3.3134,,
3594,3.000e-04,3.4036,,
3595,3.000e-04,3.3796,,
3596,3.000e-04,3.3875,,
3597,3.000e-04,3.3528,,
3598,3.000e-04,3.3788,,
3599,3.000e-04,3.3713,,
3600,3.000e-04,3.3760,3.2534708619117736,
3601,3.000e-04,3.3508,,
3602,3.000e-04,3.3363,,
3603,3.000e-04,3.3421,,
3604,3.000e-04,3.3943,,
3605,3.000e-04,3.3640,,
3606,3.000e-04,3.3641,,
3607,3.000e-04,3.3675,,
3608,3.000e-04,3.3487,,
3609,3.000e-04,3.3675,,
3610,3.000e-04,3.3587,,
3611,3.000e-04,3.3517,,
3612,3.000e-04,3.3538,,
3613,3.000e-04,3.3896,,
3614,3.000e-04,3.3404,,
3615,3.000e-04,3.3823,,
3616,3.000e-04,3.3551,,
3617,3.000e-04,3.4035,,
3618,3.000e-04,3.4034,,
3619,3.000e-04,3.3081,,
3620,3.000e-04,3.3538,,
3621,3.000e-04,3.3533,,
3622,3.000e-04,3.3637,,
3623,3.000e-04,3.3830,,
3624,3.000e-04,3.3083,,
3625,3.000e-04,3.3796,,
3626,3.000e-04,3.3608,,
3627,3.000e-04,3.3328,,
3628,3.000e-04,3.3036,,
3629,3.000e-04,3.3582,,
3630,3.000e-04,3.3410,,
3631,3.000e-04,3.3693,,
3632,3.000e-04,3.3415,,
3633,3.000e-04,3.3608,,
3634,3.000e-04,3.4072,,
3635,3.000e-04,3.3735,,
3636,3.000e-04,3.3756,,
3637,3.000e-04,3.3553,,
3638,3.000e-04,3.3812,,
3639,3.000e-04,3.3468,,
3640,3.000e-04,3.3757,,
3641,3.000e-04,3.3947,,
3642,3.000e-04,3.3128,,
3643,3.000e-04,3.3928,,
3644,3.000e-04,3.3709,,
3645,3.000e-04,3.3553,,
3646,3.000e-04,3.3328,,
3647,3.000e-04,3.3617,,
3648,3.000e-04,3.3797,,
3649,3.000e-04,3.3546,,
3650,3.000e-04,3.4179,,
3651,3.000e-04,3.3263,,
3652,3.000e-04,3.3349,,
3653,3.000e-04,3.4005,,
3654,3.000e-04,3.3879,,
3655,3.000e-04,3.3966,,
3656,3.000e-04,3.3371,,
3657,3.000e-04,3.3836,,
3658,3.000e-04,3.3481,,
3659,3.000e-04,3.3648,,
3660,3.000e-04,3.3742,,
3661,3.000e-04,3.3735,,
3662,3.000e-04,3.3690,,
3663,3.000e-04,3.3547,,
3664,3.000e-04,3.3846,,
3665,3.000e-04,3.3146,,
3666,3.000e-04,3.3341,,
3667,3.000e-04,3.3376,,
3668,3.000e-04,3.3254,,
3669,3.000e-04,3.3188,,
3670,3.000e-04,3.3601,,
3671,3.000e-04,3.3621,,
3672,3.000e-04,3.3804,,
3673,3.000e-04,3.2951,,
3674,3.000e-04,3.3448,,
3675,3.000e-04,3.3507,,
3676,3.000e-04,3.3505,,
3677,3.000e-04,3.3723,,
3678,3.000e-04,3.3877,,
3679,3.000e-04,3.3435,,
3680,3.000e-04,3.3403,,
3681,3.000e-04,3.3958,,
3682,3.000e-04,3.3627,,
3683,3.000e-04,3.2968,,
3684,3.000e-04,3.3534,,
3685,3.000e-04,3.3139,,
3686,3.000e-04,3.3727,,
3687,3.000e-04,3.3653,,
3688,3.000e-04,3.3769,,
3689,3.000e-04,3.3733,,
3690,3.000e-04,3.3268,,
3691,3.000e-04,3.3741,,
3692,3.000e-04,3.3294,,
3693,3.000e-04,3.3681,,
3694,3.000e-04,3.3687,,
3695,3.000e-04,3.3593,,
3696,3.000e-04,3.3415,,
3697,3.000e-04,3.3677,,
3698,3.000e-04,3.3420,,
3699,3.000e-04,3.3397,,
3700,3.000e-04,3.3121,3.339366686344147,
3701,3.000e-04,3.3617,,
3702,3.000e-04,3.3451,,
3703,3.000e-04,3.3754,,
3704,3.000e-04,3.3577,,
3705,3.000e-04,3.3404,,
3706,3.000e-04,3.3484,,
3707,3.000e-04,3.3444,,
3708,3.000e-04,3.3234,,
3709,3.000e-04,3.3231,,
3710,3.000e-04,3.3484,,
3711,3.000e-04,3.3817,,
3712,3.000e-04,3.3559,,
3713,3.000e-04,3.3326,,
3714,3.000e-04,3.3802,,
3715,3.000e-04,3.3576,,
3716,3.000e-04,3.2982,,
3717,3.000e-04,3.3971,,
3718,3.000e-04,3.3491,,
3719,3.000e-04,3.2947,,
3720,3.000e-04,3.3480,,
3721,3.000e-04,3.3581,,
3722,3.000e-04,3.3547,,
3723,3.000e-04,3.3257,,
3724,3.000e-04,3.3596,,
3725,3.000e-04,3.3258,,
3726,3.000e-04,3.3442,,
3727,3.000e-04,3.3670,,
3728,3.000e-04,3.2948,,
3729,3.000e-04,3.3227,,
3730,3.000e-04,3.3319,,
3731,3.000e-04,3.3318,,
3732,3.000e-04,3.3279,,
3733,3.000e-04,3.3512,,
3734,3.000e-04,3.3495,,
3735,3.000e-04,3.3812,,
3736,3.000e-04,3.3473,,
3737,3.000e-04,3.3168,,
3738,3.000e-04,3.3620,,
3739,3.000e-04,3.3097,,
3740,3.000e-04,3.3634,,
3741,3.000e-04,3.3115,,
3742,3.000e-04,3.3303,,
3743,3.000e-04,3.3345,,
3744,3.000e-04,3.3382,,
3745,3.000e-04,3.3476,,
3746,3.000e-04,3.3364,,
3747,3.000e-04,3.3546,,
3748,3.000e-04,3.3518,,
3749,3.000e-04,3.3947,,
3750,3.000e-04,3.3546,,
3751,3.000e-04,3.3958,,
3752,3.000e-04,3.3384,,
3753,3.000e-04,3.3715,,
3754,3.000e-04,3.3534,,
3755,3.000e-04,3.3590,,
3756,3.000e-04,3.3521,,
3757,3.000e-04,3.3276,,
3758,3.000e-04,3.3840,,
3759,3.000e-04,3.3175,,
3760,3.000e-04,3.3309,,
3761,3.000e-04,3.3276,,
3762,3.000e-04,3.3461,,
3763,3.000e-04,3.3441,,
3764,3.000e-04,3.3632,,
3765,3.000e-04,3.3234,,
3766,3.000e-04,3.3469,,
3767,3.000e-04,3.3149,,
3768,3.000e-04,3.3573,,
3769,3.000e-04,3.3386,,
3770,3.000e-04,3.3382,,
3771,3.000e-04,3.3473,,
3772,3.000e-04,3.3561,,
3773,3.000e-04,3.3404,,
3774,3.000e-04,3.3836,,
3775,3.000e-04,3.3208,,
3776,3.000e-04,3.3639,,
3777,3.000e-04,3.3621,,
3778,3.000e-04,3.3776,,
3779,3.000e-04,3.3387,,
3780,3.000e-04,3.3350,,
3781,3.000e-04,3.3508,,
3782,3.000e-04,3.3526,,
3783,3.000e-04,3.3521,,
3784,3.000e-04,3.3706,,
3785,3.000e-04,3.3407,,
3786,3.000e-04,3.3511,,
3787,3.000e-04,3.3115,,
3788,3.000e-04,3.3134,,
3789,3.000e-04,3.3484,,
3790,3.000e-04,3.3651,,
3791,3.000e-04,3.3099,,
3792,3.000e-04,3.3614,,
3793,3.000e-04,3.2907,,
3794,3.000e-04,3.3407,,
3795,3.000e-04,3.3321,,
3796,3.000e-04,3.3547,,
3797,3.000e-04,3.3475,,
3798,3.000e-04,3.3959,,
3799,3.000e-04,3.3226,,
3800,3.000e-04,3.3496,3.225088965892792,
3801,3.000e-04,3.3596,,
3802,3.000e-04,3.3659,,
3803,3.000e-04,3.3452,,
3804,3.000e-04,3.3271,,
3805,3.000e-04,3.3325,,
3806,3.000e-04,3.3469,,
3807,3.000e-04,3.3380,,
3808,3.000e-04,3.3589,,
3809,3.000e-04,3.3594,,
3810,3.000e-04,3.3749,,
3811,3.000e-04,3.3768,,
3812,3.000e-04,3.3220,,
3813,3.000e-04,3.3261,,
3814,3.000e-04,3.3396,,
3815,3.000e-04,3.3372,,
3816,3.000e-04,3.3277,,
3817,3.000e-04,3.3524,,
3818,3.000e-04,3.3720,,
3819,3.000e-04,3.3101,,
3820,3.000e-04,3.3029,,
3821,3.000e-04,3.3649,,
3822,3.000e-04,3.3159,,
3823,3.000e-04,3.2949,,
3824,3.000e-04,3.3662,,
3825,3.000e-04,3.3611,,
3826,3.000e-04,3.3375,,
3827,3.000e-04,3.3426,,
3828,3.000e-04,3.3531,,
3829,3.000e-04,3.3226,,
3830,3.000e-04,3.3464,,
3831,3.000e-04,3.3313,,
3832,3.000e-04,3.2978,,
3833,3.000e-04,3.3479,,
3834,3.000e-04,3.3330,,
3835,3.000e-04,3.3477,,
3836,3.000e-04,3.3289,,
3837,3.000e-04,3.3003,,
3838,3.000e-04,3.3315,,
3839,3.000e-04,3.3462,,
3840,3.000e-04,3.3468,,
3841,3.000e-04,3.3341,,
3842,3.000e-04,3.3704,,
3843,3.000e-04,3.2936,,
3844,3.000e-04,3.3417,,
3845,3.000e-04,3.3567,,
3846,3.000e-04,3.2963,,
3847,3.000e-04,3.3506,,
3848,3.000e-04,3.3366,,
3849,3.000e-04,3.3545,,
3850,3.000e-04,3.3731,,
3851,3.000e-04,3.3102,,
3852,3.000e-04,3.3146,,
3853,3.000e-04,3.3512,,
3854,3.000e-04,3.3236,,
3855,3.000e-04,3.3114,,
3856,3.000e-04,3.3331,,
3857,3.000e-04,3.3347,,
3858,3.000e-04,3.3360,,
3859,3.000e-04,3.3256,,
3860,3.000e-04,3.3266,,
3861,3.000e-04,3.3387,,
3862,3.000e-04,3.3108,,
3863,3.000e-04,3.3051,,
3864,3.000e-04,3.3394,,
3865,3.000e-04,3.3552,,
3866,3.000e-04,3.2802,,
3867,3.000e-04,3.3404,,
3868,3.000e-04,3.3431,,
3869,3.000e-04,3.3091,,
3870,3.000e-04,3.3167,,
3871,3.000e-04,3.3625,,
3872,3.000e-04,3.3315,,
3873,3.000e-04,3.3505,,
3874,3.000e-04,3.3197,,
3875,3.000e-04,3.3514,,
3876,3.000e-04,3.3626,,
3877,3.000e-04,3.3400,,
3878,3.000e-04,3.3554,,
3879,3.000e-04,3.3593,,
3880,3.000e-04,3.3473,,
3881,3.000e-04,3.3111,,
3882,3.000e-04,3.3063,,
3883,3.000e-04,3.3553,,
3884,3.000e-04,3.3484,,
3885,3.000e-04,3.3189,,
3886,3.000e-04,3.3555,,
3887,3.000e-04,3.3154,,
3888,3.000e-04,3.3448,,
3889,3.000e-04,3.3190,,
3890,3.000e-04,3.3443,,
3891,3.000e-04,3.3098,,
3892,3.000e-04,3.3589,,
3893,3.000e-04,3.3512,,
3894,3.000e-04,3.3721,,
3895,3.000e-04,3.3182,,
3896,3.000e-04,3.3267,,
3897,3.000e-04,3.2836,,
3898,3.000e-04,3.3500,,
3899,3.000e-04,3.3444,,
3900,3.000e-04,3.3125,3.2338613986968996,
3901,3.000e-04,3.3490,,
